batch_id,tensile_strength_MPa,machine_temperature_C,cycle_time_sec,inter_failure_hours,defects_per_batch,surface_defects_per_m2,pass_fail,items_passed_per_lot50,sensor_voltage_V,raw_material_purity_pct,load_stress_MPa,humidity_pct
644,492.94,180.44,16.15,369.84,1,1,1,47,3.2526,97.215,301.85,48.3
645,515.58,177.37,9.39,30.32,3,0,1,48,3.4032,97.076,349.72,43.88
646,515.09,179.51,16.29,306.6,2,3,1,50,3.29,98.516,298.95,48.4
647,471.46,182.41,4.39,66.59,4,1,0,47,3.5627,97.828,291.11,44.38
648,519.02,175.16,6.99,508.23,1,6,1,47,3.4863,98.045,316.71,42.94
649,515.84,185.11,4.97,96.91,5,2,1,47,3.2026,98.014,329.36,39.55
650,532.53,191.32,24.74,320.55,3,1,1,48,3.7854,97.217,356.83,48.26
651,553.28,178.65,71.44,0.64,1,2,1,48,3.4098,97.009,345.51,42.16
652,540.28,195.63,6.86,165.51,1,2,0,48,3.3549,99.246,336.29,48.14
653,515.16,188.58,6.28,280.03,3,0,1,47,3.3335,97.544,294.93,45.02
654,500.08,192.21,46.4,18.06,4,3,1,47,3.2953,98.065,294.46,43.58
655,566.32,180.4,9.88,12.13,2,1,0,49,3.7995,99.43,290.69,40.68
656,521.07,190.98,4.62,66.32,1,2,1,47,3.3771,99.067,306.69,51.5
657,520.25,177.36,8.21,325.59,2,1,1,47,3.4433,97.27,267.91,43.04
658,519.57,191.23,115.81,93.81,6,3,1,48,3.7228,98.271,340.04,52.93
659,523.57,186.2,77.54,89.96,3,1,1,46,3.5851,98.825,287.46,40.91
660,517.4,188.87,19.67,18.26,4,0,1,46,3.4212,98.746,284.74,52.54
661,509.67,176.77,48.0,0.09,0,1,1,49,3.739,98.902,301.07,45.42
662,510.16,178.73,34.68,199.38,3,2,1,45,3.6498,98.144,280.47,49.3
663,519.41,189.18,50.87,11.0,2,1,1,48,3.3367,97.44,324.17,38.5
664,510.22,178.36,51.65,120.57,4,2,1,47,3.5862,98.162,288.75,38.47
665,507.17,188.24,44.59,295.27,0,0,1,46,3.7534,98.62,321.03,46.29
666,521.92,175.43,13.92,28.08,3,1,1,48,3.4979,98.521,330.35,39.93
667,515.41,190.94,1.79,131.33,2,2,1,48,3.6402,97.176,297.91,51.64
668,547.07,176.37,27.36,9.84,1,2,1,45,3.7827,97.162,294.22,46.82
669,472.28,188.87,99.73,111.09,3,2,1,49,3.6142,99.413,292.35,41.78
670,539.65,189.38,37.93,21.49,2,4,1,49,3.2615,97.38,286.19,40.4
671,542.43,180.12,80.38,159.8,3,3,1,48,3.3467,97.736,300.75,43.56
672,482.68,189.07,215.21,43.01,2,3,1,46,3.5571,98.919,311.48,42.16
673,513.83,186.82,8.04,74.7,2,3,1,45,3.3653,98.024,279.57,47.48
674,513.31,181.23,52.96,109.78,4,4,1,49,3.7745,97.454,295.88,44.62
675,494.66,177.94,50.48,22.54,3,3,1,46,3.4432,98.168,313.47,50.84
676,506.0,171.26,175.94,162.41,3,0,1,49,3.4743,98.422,310.76,48.16
677,500.01,187.45,190.83,43.25,6,1,1,44,3.621,98.132,251.32,40.67
678,551.54,174.05,52.22,130.3,2,5,1,47,3.5145,99.297,323.94,42.87
679,536.84,185.67,12.56,20.68,5,4,1,50,3.4293,97.712,337.25,40.68
680,542.89,183.16,72.1,139.82,3,3,1,50,3.246,98.653,297.4,40.68
681,532.99,189.75,5.09,16.46,0,4,1,49,3.5579,97.281,271.83,36.02
682,499.68,182.89,68.28,66.48,1,1,1,49,3.7205,97.981,293.18,49.71
683,510.56,182.69,108.46,34.08,2,3,1,46,3.6115,98.852,292.53,51.46
684,528.81,190.12,21.72,165.58,4,0,1,49,3.4289,97.562,336.4,40.06
685,498.0,187.35,44.82,36.46,2,1,0,44,3.2766,98.474,285.94,39.56
686,532.83,187.21,25.31,256.16,6,3,1,47,3.6898,97.384,302.12,47.8
687,515.67,188.28,25.91,266.88,3,3,1,47,3.765,97.257,346.92,40.9
688,513.25,174.25,16.72,26.24,4,1,1,49,3.433,98.308,313.54,51.37
689,532.8,190.3,64.62,114.18,7,5,1,46,3.6372,98.688,314.3,41.42
690,528.0,189.29,123.82,11.02,3,7,1,47,3.4465,97.283,307.77,34.31
691,513.5,177.88,127.17,59.62,3,3,1,46,3.5014,99.294,331.51,44.35
692,540.87,183.29,8.64,149.93,1,2,1,45,3.7019,97.564,318.89,42.04
693,500.54,184.72,93.48,129.25,3,4,1,49,3.2501,97.3,350.78,45.74
694,531.09,184.06,60.18,117.6,2,1,1,49,3.5182,97.507,353.18,43.26
695,530.68,187.34,13.12,39.84,4,0,1,46,3.3288,97.424,316.9,47.88
696,514.43,195.02,3.13,56.98,4,2,1,46,3.4039,97.227,309.18,47.12
697,525.87,192.57,14.04,13.04,1,2,1,47,3.5867,98.995,313.6,46.63
698,497.48,175.81,109.48,152.34,4,0,1,48,3.2163,98.239,297.54,45.95
699,536.63,189.35,45.13,84.11,4,2,1,47,3.5563,97.971,312.94,45.0
700,516.67,194.3,57.45,148.04,2,0,0,48,3.3701,99.377,278.27,38.01
701,510.59,187.71,13.38,34.35,5,1,1,49,3.6017,97.928,294.33,46.95
702,538.88,192.64,57.19,47.07,1,0,1,48,3.2849,97.417,327.3,48.66
703,507.32,199.09,1.28,48.81,3,2,1,49,3.6415,97.685,321.84,46.74
704,494.65,192.17,21.17,3.13,1,1,1,48,3.5874,97.597,307.2,43.99
705,491.98,186.75,44.35,50.05,2,0,1,45,3.7827,98.247,319.22,47.95
706,530.91,192.32,7.11,195.13,2,1,1,46,3.7467,97.729,343.14,46.18
707,496.95,186.01,77.92,273.11,1,0,1,45,3.37,98.29,301.52,48.55
708,551.59,185.17,12.06,87.63,0,1,1,46,3.2164,98.673,278.43,44.56
709,482.53,182.54,47.54,72.95,1,0,1,48,3.5932,98.943,323.8,37.86
710,550.54,195.94,23.38,3.76,3,6,1,46,3.5617,98.775,321.8,44.11
711,523.8,179.27,40.79,253.64,5,2,1,45,3.2165,97.514,326.71,40.26
712,518.26,195.73,5.12,1.57,3,4,1,45,3.2736,97.29,283.66,42.68
713,510.19,188.5,0.77,347.51,4,2,1,47,3.5508,98.356,276.99,45.43
714,527.18,175.2,108.14,80.62,1,4,1,49,3.7471,97.497,315.83,49.95
715,519.32,187.57,14.14,50.21,1,2,1,50,3.7439,97.212,314.29,48.33
716,539.86,170.3,77.09,309.59,3,2,1,49,3.2909,98.318,302.14,46.04
717,522.06,189.38,330.26,2.96,5,2,1,44,3.4307,97.817,341.83,51.24
718,522.71,191.2,10.69,104.51,6,4,1,48,3.2259,98.89,309.78,45.24
719,513.45,180.85,13.87,95.54,3,1,1,46,3.4816,97.785,337.08,46.01
720,518.97,185.86,48.93,29.71,1,2,1,48,3.6519,99.447,329.32,43.1
721,525.54,198.68,151.44,67.22,2,2,1,47,3.674,98.896,286.02,39.65
722,489.22,181.46,111.36,126.76,1,4,1,50,3.4994,97.144,290.49,47.78
723,495.73,177.59,31.45,155.85,2,2,1,49,3.2575,98.272,281.79,37.16
724,533.38,195.37,71.34,0.09,1,3,1,48,3.4288,98.407,319.49,40.34
725,523.08,198.74,6.56,331.48,3,0,1,47,3.7593,98.738,312.16,45.89
726,516.69,185.03,170.62,21.57,0,3,1,49,3.3378,98.244,339.7,40.76
727,520.33,192.08,150.03,31.92,3,3,1,46,3.3919,98.209,323.09,45.09
728,526.26,194.39,8.05,36.7,4,0,1,48,3.6481,97.92,281.44,45.74
729,510.28,179.8,16.01,4.63,3,1,1,46,3.6401,97.679,299.83,42.2
730,505.99,181.6,4.75,15.76,1,0,1,49,3.7473,99.366,263.57,45.28
731,523.53,193.62,14.27,515.28,1,0,1,47,3.4329,97.794,316.45,45.21
732,502.39,196.8,76.17,45.44,4,1,1,48,3.5088,97.159,371.4,39.3
733,527.35,188.94,21.39,14.7,2,3,1,46,3.4804,97.418,312.88,47.73
734,489.35,178.84,4.16,13.58,2,1,1,48,3.7567,99.143,314.43,34.85
735,538.52,198.91,18.85,152.52,1,4,1,47,3.6616,98.467,309.62,54.39
736,528.51,181.28,179.27,231.37,2,4,1,45,3.6989,98.947,317.83,47.67
737,524.61,182.65,44.7,35.64,2,2,1,50,3.2799,99.022,306.56,50.11
738,537.69,187.4,24.22,2.54,3,2,1,50,3.6751,99.058,323.59,48.31
739,549.98,195.88,8.2,30.29,2,1,1,46,3.4598,98.377,293.01,44.79
740,538.26,190.98,192.66,6.98,2,2,1,47,3.214,97.443,293.92,41.14
741,486.86,187.9,77.38,13.1,4,1,1,48,3.2361,97.371,281.57,44.88
742,496.97,188.24,14.88,67.77,2,0,1,48,3.6067,98.435,309.28,49.18
743,508.75,185.3,3.27,31.35,4,3,1,50,3.4232,97.916,285.67,40.89
744,520.47,188.91,2.62,87.07,0,1,1,49,3.7209,98.395,341.96,45.79
745,529.32,167.29,5.77,35.08,0,4,1,48,3.6406,98.246,300.52,35.95
746,506.94,182.92,39.12,338.69,1,1,1,46,3.213,98.505,266.68,40.96
747,523.36,186.69,118.88,283.66,3,2,1,48,3.6121,97.08,285.02,40.71
748,506.4,176.94,30.9,100.39,5,2,1,47,3.3154,97.082,312.97,53.4
749,508.99,187.7,83.3,52.51,1,0,1,46,3.4535,98.804,324.35,38.31
750,494.68,183.57,26.57,57.59,2,2,1,48,3.5748,97.483,317.79,46.99
751,503.38,197.29,55.49,63.69,2,0,1,47,3.7236,98.63,291.91,52.97
752,495.67,196.01,59.23,156.05,0,0,1,46,3.4737,98.366,297.43,50.03
753,502.43,181.74,8.6,72.1,0,2,1,49,3.6851,99.454,294.86,52.61
754,538.97,183.94,20.17,233.16,0,1,1,48,3.6698,99.089,322.47,53.35
755,502.91,184.48,45.64,346.09,1,1,1,44,3.4487,98.033,312.56,45.28
756,567.38,181.84,3.3,49.13,2,0,1,44,3.5006,98.541,300.16,47.38
757,528.88,186.37,20.19,98.71,1,3,1,49,3.6203,97.293,295.49,45.97
758,523.33,179.69,34.44,11.99,4,0,1,50,3.2187,97.966,298.5,47.4
759,504.55,177.09,251.06,26.85,6,2,0,49,3.7345,98.835,310.19,47.11
760,532.61,189.36,28.96,64.02,1,1,1,48,3.6619,98.557,339.5,53.59
761,509.64,189.41,76.19,27.71,3,0,1,48,3.3496,98.211,314.11,46.46
762,522.2,179.37,25.46,251.04,2,4,1,47,3.7887,97.441,302.59,40.23
763,566.08,191.27,71.62,20.68,1,0,1,45,3.3076,99.008,300.88,47.98
764,518.27,180.58,40.72,72.98,4,1,1,48,3.7485,97.683,347.44,48.65
765,540.69,186.77,97.96,111.68,1,3,1,46,3.3947,99.051,328.14,40.89
766,507.34,190.74,23.82,141.27,0,1,1,49,3.6579,98.529,331.53,40.69
767,519.37,184.76,41.72,57.96,3,1,1,50,3.4738,97.932,326.44,49.75
768,551.87,188.18,44.74,244.0,1,3,1,48,3.6419,97.102,308.9,42.33
769,508.71,181.38,24.31,100.81,2,3,1,50,3.2935,97.581,336.35,42.93
770,552.62,183.62,7.01,69.47,4,2,1,48,3.3617,99.223,277.71,42.69
771,532.74,183.56,4.42,8.35,3,2,1,45,3.2599,99.045,344.12,46.23
772,509.88,179.77,0.76,74.99,2,3,1,49,3.7191,98.437,326.33,50.52
773,531.38,183.76,93.05,206.27,5,1,1,47,3.3778,98.166,320.69,48.34
774,537.51,174.16,12.14,114.4,2,2,1,48,3.6167,98.618,293.35,42.69
775,531.19,181.56,10.69,214.17,1,1,1,50,3.6921,98.166,330.48,51.69
776,491.74,183.01,59.94,81.75,4,2,1,47,3.7409,98.611,335.19,49.35
777,506.91,183.21,17.36,15.13,4,2,0,46,3.2638,97.769,294.5,49.96
778,515.54,183.31,31.74,1.65,4,2,1,48,3.7358,99.096,295.17,49.8
779,518.66,184.57,7.98,43.35,5,2,0,47,3.3184,98.755,287.26,42.43
780,531.17,188.36,144.56,143.68,3,0,1,45,3.6421,97.825,322.06,40.4
781,523.2,191.12,85.85,187.43,0,2,1,46,3.6373,99.077,307.84,43.31
782,495.96,180.45,89.71,42.08,0,1,1,49,3.2051,98.218,356.69,49.95
783,526.84,176.58,23.5,82.14,4,2,1,47,3.3324,97.437,276.25,39.1
784,530.99,177.71,64.67,65.6,7,2,1,48,3.4951,97.194,290.85,38.42
785,530.08,181.59,6.99,63.42,1,0,1,47,3.452,98.749,310.26,35.93
786,539.45,182.54,0.39,31.57,0,3,1,48,3.7511,99.163,324.63,38.72
787,535.01,179.61,0.91,17.59,1,2,1,49,3.4158,99.019,323.63,41.05
788,528.27,175.93,39.75,26.28,1,1,1,47,3.7622,98.639,311.86,45.62
789,518.74,181.81,27.35,6.83,3,2,0,48,3.4757,97.353,317.75,39.24
790,490.1,186.27,32.84,26.5,1,3,1,48,3.7786,97.235,312.61,48.31
791,527.73,189.17,0.34,1.11,2,4,1,46,3.6424,97.863,333.09,45.23
792,523.74,181.1,24.72,118.42,2,4,1,46,3.6976,99.137,297.76,34.79
793,524.89,182.11,56.97,45.64,0,1,0,48,3.2629,99.404,300.25,44.91
794,497.02,178.51,26.31,434.08,6,1,1,48,3.5517,97.603,325.17,45.71
795,500.54,184.78,59.29,25.84,1,0,0,48,3.2856,98.905,344.59,54.58
796,538.96,179.06,11.94,50.93,8,0,1,48,3.3786,98.435,296.05,46.21
797,519.29,189.01,75.48,53.15,3,2,1,45,3.5741,97.08,315.31,36.15
798,532.27,172.5,39.95,1.02,3,1,1,47,3.6357,98.357,301.67,46.15
799,520.51,182.48,10.65,219.32,0,2,1,49,3.2235,99.015,322.2,45.87
800,520.54,187.11,12.16,3.9,2,5,1,48,3.5186,97.69,273.89,48.02
801,536.89,186.29,44.5,337.97,1,5,1,47,3.5392,99.243,302.39,58.18
802,510.71,203.85,79.72,267.16,1,2,1,47,3.2473,97.591,297.37,42.32
803,521.73,187.45,24.17,92.02,2,2,1,47,3.5004,97.191,302.47,41.74
804,511.68,177.97,13.45,94.13,1,0,1,49,3.6283,97.4,254.14,47.35
805,512.18,184.33,90.79,127.28,1,2,1,50,3.2319,99.093,354.54,54.13
806,514.43,172.57,49.79,58.74,4,2,1,48,3.6562,98.043,255.13,48.36
807,524.0,184.44,26.75,125.03,4,0,1,48,3.5459,98.992,320.48,43.29
808,511.38,179.17,30.12,5.5,0,2,1,50,3.6999,98.328,281.53,49.92
809,542.6,191.41,10.28,6.67,9,1,1,46,3.3308,98.201,282.62,53.97
810,503.9,181.15,44.35,73.33,2,4,1,48,3.7,99.017,313.04,41.16
811,516.64,184.18,19.99,95.72,2,0,1,45,3.2567,98.059,325.21,40.0
812,512.08,180.55,244.64,262.52,1,3,1,49,3.4423,99.005,286.34,45.28
813,546.05,197.17,29.44,13.27,2,6,1,50,3.3197,97.252,285.62,46.51
814,523.54,182.75,29.94,207.55,2,4,1,48,3.7256,98.591,281.51,51.92
815,538.57,197.83,37.55,28.29,3,2,1,49,3.623,98.756,314.72,42.66
816,493.26,190.7,111.87,60.12,0,2,1,45,3.2152,99.248,286.96,47.01
817,524.81,188.37,72.61,45.68,1,1,1,50,3.2057,97.561,338.35,52.78
818,536.01,187.58,27.0,61.33,2,2,1,48,3.3747,98.511,284.62,46.12
819,521.48,187.76,57.07,19.57,3,2,1,45,3.286,98.083,321.92,43.02
820,539.18,171.51,39.71,84.04,2,2,0,48,3.5782,97.957,343.98,47.85
821,510.69,183.05,30.51,194.12,1,2,1,49,3.5983,97.267,311.51,43.35
822,545.37,190.92,9.61,69.91,3,3,1,48,3.7652,97.336,270.61,46.69
823,561.38,184.66,28.06,80.95,1,1,1,48,3.7712,99.092,318.8,44.07
824,513.47,175.16,12.7,226.67,4,1,1,49,3.5953,98.874,304.58,44.28
825,511.98,184.63,110.85,146.92,7,0,1,48,3.2034,97.956,309.08,42.99
826,546.16,196.93,18.39,80.91,1,2,1,46,3.4154,99.071,344.89,42.13
827,548.43,193.73,136.89,35.76,2,1,1,46,3.5079,97.202,311.13,49.97
828,510.59,184.57,34.27,259.46,5,1,1,50,3.4995,98.562,321.3,45.95
829,512.44,191.66,44.93,103.25,3,2,1,49,3.562,99.17,295.43,51.37
830,514.93,182.43,35.23,29.99,3,2,1,49,3.7763,99.097,303.83,33.75
831,495.8,173.07,6.23,37.62,4,3,1,47,3.7311,97.932,334.71,42.4
832,503.46,178.53,21.21,195.03,2,1,1,48,3.2653,98.863,313.0,41.3
833,501.93,195.94,4.7,5.42,3,3,1,46,3.3596,98.069,316.28,43.73
834,506.18,183.08,43.89,580.79,3,3,0,47,3.6999,99.1,332.02,39.84
835,519.38,183.3,26.65,16.76,2,2,1,49,3.6946,98.327,345.86,36.96
836,524.22,182.9,67.73,190.8,5,4,1,47,3.3652,98.912,284.57,48.36
837,547.91,198.33,11.21,60.26,6,1,1,49,3.6384,97.196,299.19,42.03
838,502.03,196.38,8.09,81.32,4,3,1,49,3.6032,98.475,342.08,47.78
839,537.72,200.53,23.46,255.08,1,3,1,49,3.4841,98.376,353.83,39.11
840,516.15,183.89,117.52,63.91,3,1,1,49,3.3209,98.525,304.24,36.82
841,519.11,187.07,55.77,92.53,1,0,1,47,3.7332,98.739,315.97,46.21
842,532.15,174.38,24.43,6.07,3,0,1,47,3.6067,99.295,317.73,48.16
843,499.79,195.34,32.77,0.28,1,3,1,49,3.3014,98.964,315.15,41.92
844,526.88,176.83,3.96,33.69,3,3,1,43,3.6229,97.549,315.45,39.91
845,523.0,186.52,187.73,136.95,2,0,1,48,3.6449,99.065,340.03,51.25
846,528.86,177.32,49.4,15.51,2,2,1,49,3.7321,97.305,270.38,44.71
847,525.21,180.88,15.12,14.49,1,5,1,49,3.3337,98.555,295.58,40.01
848,564.2,179.14,39.66,63.51,4,1,0,47,3.7933,99.207,324.05,37.51
849,508.52,180.74,5.22,125.24,5,0,1,44,3.292,97.253,299.08,41.56
850,510.44,181.23,151.95,149.41,1,1,1,47,3.5604,99.124,316.3,43.03
851,508.78,181.16,8.65,23.59,1,3,1,45,3.5943,98.997,333.9,48.81
852,510.0,190.83,46.99,9.95,3,1,1,48,3.4514,98.259,345.2,44.92
853,508.53,177.27,12.67,338.41,4,1,1,48,3.485,97.772,316.1,44.32
854,541.4,186.54,56.89,36.24,4,1,1,48,3.7345,98.014,342.77,40.42
855,545.57,193.53,67.49,230.36,4,2,1,47,3.5872,99.422,313.12,51.9
856,509.73,181.41,50.36,238.96,1,0,1,48,3.4982,97.504,303.32,49.88
857,505.02,179.97,42.89,177.68,1,3,1,46,3.277,98.449,276.05,49.48
858,528.49,183.39,100.35,22.19,3,3,0,50,3.2044,97.208,287.93,44.7
859,510.06,193.26,3.69,206.98,4,2,1,48,3.275,97.545,310.1,47.01
860,531.39,186.36,18.08,175.97,2,1,1,48,3.7737,98.908,310.56,32.12
861,523.65,181.28,12.84,108.98,0,4,1,47,3.6585,97.756,315.05,46.01
862,492.72,188.39,199.08,49.35,1,1,1,49,3.7803,99.464,350.4,54.61
863,547.86,177.28,22.2,36.54,2,5,1,48,3.2214,98.252,326.52,42.1
864,552.33,189.77,59.36,15.6,3,1,1,48,3.6081,98.291,327.7,40.07
865,508.97,187.86,51.94,85.54,0,5,1,47,3.2266,97.091,350.22,44.29
866,513.02,182.85,10.73,105.61,1,1,1,46,3.6692,99.391,302.16,40.69
867,525.15,179.13,12.29,53.43,3,1,1,47,3.4286,97.436,298.8,40.38
868,526.02,178.79,14.86,77.4,4,3,1,48,3.2575,98.346,336.89,46.33
869,531.85,188.74,23.83,54.22,3,1,1,41,3.5408,97.989,320.69,49.12
870,556.18,193.6,12.01,122.93,3,1,1,46,3.3681,98.039,309.02,46.37
871,516.81,180.54,0.89,277.83,2,2,1,49,3.5957,98.608,308.67,39.27
872,505.63,188.21,95.18,21.48,3,3,1,49,3.5949,98.655,306.22,41.65
873,495.17,170.39,151.65,57.64,0,0,1,48,3.623,97.386,307.78,46.61
874,506.84,180.91,18.81,18.22,4,1,1,48,3.7955,98.249,309.94,48.29
875,519.4,184.78,18.6,117.68,3,3,1,46,3.432,98.976,303.46,43.96
876,552.3,178.63,0.32,156.62,3,0,1,46,3.4792,98.108,322.22,40.53
877,510.68,178.44,51.31,322.44,2,2,1,46,3.6828,97.415,326.42,48.87
878,524.03,180.33,78.55,39.23,2,1,1,49,3.547,97.783,297.58,54.06
879,519.7,187.05,7.13,360.0,0,2,0,47,3.2224,97.531,329.86,50.62
880,541.39,183.69,7.83,7.84,0,1,1,48,3.7058,97.315,282.03,54.92
881,565.48,169.33,70.25,110.86,3,3,1,49,3.2309,97.944,321.08,41.89
882,510.44,170.16,43.1,7.06,6,3,1,47,3.3025,98.352,322.18,50.16
883,511.19,180.75,2.07,269.06,1,3,1,49,3.2612,97.182,308.16,51.44
884,538.79,188.2,43.84,90.55,1,3,1,47,3.2468,98.51,311.26,42.56
885,532.27,165.77,16.63,132.8,0,2,1,47,3.2154,99.483,304.86,40.87
886,553.24,181.5,20.7,213.75,2,2,1,46,3.233,99.41,298.83,40.19
887,530.51,181.32,66.08,19.55,2,3,1,49,3.4655,99.073,310.01,44.54
888,513.53,194.72,74.95,4.72,4,1,1,46,3.3517,97.666,297.98,37.47
889,530.63,182.3,23.01,253.32,3,5,1,41,3.2759,97.056,335.07,53.45
890,539.96,187.68,132.32,45.39,3,2,1,46,3.5952,99.084,263.74,38.58
891,534.77,185.99,23.47,16.57,0,1,0,47,3.3357,97.139,307.04,47.11
892,529.13,170.09,66.5,75.84,2,1,1,47,3.2114,97.514,268.18,33.68
893,539.2,190.38,29.76,109.45,1,2,1,48,3.4511,98.361,286.6,55.23
894,541.05,186.51,102.52,3.78,1,6,1,47,3.3863,97.446,297.31,51.25
895,544.88,188.56,107.25,38.57,7,3,1,47,3.3912,99.084,339.47,37.03
896,531.68,212.48,4.12,4.0,5,1,1,47,3.4672,98.943,335.38,46.53
897,516.99,170.41,124.05,65.44,1,5,1,46,3.6013,98.889,311.6,43.79
898,522.64,197.07,78.57,270.57,1,3,1,48,3.5699,99.04,311.4,45.78
899,541.72,182.99,70.51,486.52,2,5,1,49,3.7624,97.549,332.82,48.18
900,505.3,187.01,10.09,121.62,1,2,1,47,3.5106,98.822,334.89,41.0
901,526.64,184.68,73.59,21.16,4,0,1,49,3.4835,97.888,297.35,44.73
902,512.92,182.03,85.41,283.54,3,0,1,48,3.328,98.667,324.8,35.95
903,520.52,181.01,15.36,87.14,3,1,1,50,3.6532,97.305,288.96,45.42
904,543.01,187.31,136.89,20.03,3,2,1,48,3.2845,98.764,301.43,34.7
905,523.44,174.38,2.3,305.71,0,3,1,46,3.4947,99.43,323.07,51.53
906,520.84,190.25,7.31,170.0,3,2,1,47,3.4528,97.109,295.53,37.68
907,495.52,182.09,34.71,157.88,3,2,1,50,3.595,97.235,302.19,46.47
908,533.43,177.09,38.59,148.21,1,3,1,48,3.7506,97.309,273.51,49.14
909,531.62,181.85,46.62,26.83,5,1,1,48,3.768,98.076,319.92,54.32
910,558.94,193.8,0.77,28.44,3,6,1,48,3.3007,97.727,290.58,53.87
911,514.46,181.25,145.26,139.88,3,0,1,48,3.3571,99.017,291.94,51.97
912,523.94,187.51,2.05,29.77,2,2,1,45,3.687,98.184,339.82,44.92
913,524.49,179.88,6.95,69.29,1,5,1,50,3.511,98.211,294.88,50.58
914,548.39,190.31,0.64,182.79,3,0,1,47,3.4718,98.793,326.55,46.38
915,518.28,189.8,37.65,183.87,3,1,1,46,3.6264,97.905,334.18,46.81
916,525.02,197.94,121.15,72.45,2,0,1,45,3.5612,97.883,330.18,41.9
917,530.94,183.77,49.34,188.54,5,1,1,49,3.7824,98.892,304.52,53.71
918,523.36,189.68,77.84,218.88,2,6,1,48,3.5504,98.95,300.6,40.99
919,511.96,185.69,0.6,127.63,2,2,1,50,3.4796,97.036,289.91,39.65
920,523.49,194.07,35.14,31.12,4,2,1,48,3.5257,97.359,271.25,47.04
921,539.33,179.97,27.69,38.43,1,1,1,49,3.6851,97.533,326.99,36.04
922,501.52,190.22,31.1,45.37,3,1,1,46,3.5676,97.879,324.9,45.59
923,522.39,183.64,3.37,14.9,2,1,1,49,3.5882,97.729,320.49,53.17
924,507.4,184.55,51.9,38.29,3,1,1,48,3.7829,98.671,247.56,47.08
925,541.51,185.64,31.48,28.21,3,1,1,48,3.571,99.07,306.1,45.16
926,492.58,186.77,65.2,72.91,2,0,1,44,3.4282,97.48,323.85,40.8
927,509.94,184.19,29.89,286.89,3,2,1,47,3.6148,98.407,338.3,37.49
928,526.79,186.5,7.28,13.24,2,1,1,48,3.5957,97.92,316.58,49.32
929,548.18,196.05,47.02,152.87,2,1,1,49,3.2083,98.264,314.27,45.14
930,518.82,191.9,8.51,139.49,4,1,1,49,3.4804,98.552,295.07,48.12
931,510.01,191.08,92.65,12.08,3,3,1,47,3.6457,99.234,318.33,34.04
932,553.86,181.81,42.73,307.01,4,3,1,47,3.4994,97.481,304.79,48.66
933,493.94,178.78,7.7,100.85,6,3,1,47,3.6678,97.218,293.95,54.93
934,480.42,191.69,147.56,54.26,3,1,1,50,3.4705,98.568,284.54,51.71
935,527.92,191.13,32.88,169.54,3,4,1,46,3.79,97.985,289.19,46.48
936,510.96,195.31,3.41,35.71,0,0,1,47,3.3757,97.407,317.15,39.78
937,501.62,180.77,44.36,141.91,5,3,1,44,3.2553,97.293,279.47,45.61
938,532.75,183.39,13.14,4.86,2,5,1,47,3.458,98.397,303.53,45.77
939,524.39,173.52,73.26,219.47,1,1,1,48,3.525,97.751,338.77,42.52
940,509.85,182.25,76.62,71.34,4,5,1,48,3.4095,99.494,278.45,42.9
941,496.95,191.98,173.73,121.5,4,2,1,49,3.3454,98.015,319.88,55.49
942,535.7,181.73,31.36,30.01,3,3,0,47,3.6032,97.531,322.04,40.17
943,531.7,189.48,27.31,135.64,4,0,1,47,3.4263,98.572,303.59,42.86
944,518.21,183.67,63.01,177.54,1,3,1,49,3.5788,97.611,323.69,47.81
945,553.24,187.27,6.39,76.92,4,0,0,49,3.6674,98.235,305.86,55.9
946,500.74,176.97,35.63,115.39,1,1,1,49,3.6566,98.206,327.5,43.49
947,492.54,185.6,35.56,73.13,5,1,1,45,3.4252,98.134,286.5,36.01
948,507.55,164.06,4.22,269.42,0,1,1,49,3.5407,98.99,351.56,34.32
949,519.18,183.69,24.36,82.67,2,2,1,48,3.4698,97.542,341.62,57.6
950,524.38,173.59,86.37,221.27,2,6,1,48,3.7225,99.261,260.95,35.45
951,515.66,193.44,87.26,193.95,1,2,1,48,3.7273,98.978,335.79,45.38
952,526.34,190.44,4.7,63.42,4,3,1,47,3.4062,97.833,297.31,37.44
953,497.47,188.27,4.28,31.38,1,2,1,46,3.255,97.452,341.52,41.06
954,545.99,195.65,13.71,62.52,4,7,1,49,3.3005,97.699,332.2,41.76
955,518.52,178.36,93.49,209.99,2,3,1,47,3.4202,97.832,286.08,35.22
956,540.11,197.23,6.21,31.0,1,0,1,48,3.5385,98.392,322.65,51.1
957,526.17,191.53,57.28,89.19,1,2,1,44,3.5941,97.116,294.58,47.15
958,528.22,183.34,4.8,196.85,3,0,1,48,3.3988,99.286,321.84,42.86
959,530.26,192.95,43.91,52.34,2,2,1,50,3.6005,97.247,311.01,42.13
960,528.06,177.26,19.81,123.34,0,1,1,48,3.7626,97.698,293.95,50.44
961,531.57,179.23,70.0,33.82,3,0,1,49,3.5912,97.273,280.59,45.45
962,543.92,180.74,11.98,13.89,1,0,1,50,3.2951,97.642,315.06,55.43
963,523.54,181.3,45.87,189.81,0,1,1,47,3.5478,99.094,320.21,42.76
964,532.76,177.6,12.09,12.51,6,2,1,47,3.5251,98.538,306.53,47.13
965,518.38,193.56,56.28,37.99,2,1,1,48,3.7224,97.568,292.97,38.84
966,545.92,183.19,93.1,231.81,5,2,1,47,3.4102,99.179,299.37,42.83
